deployment_number,sd_number,date,time,video_number,carcass_id,partial_scavenge,full_scavenge_carcass_removal,camera_trappers,deer_mouse,common_raven,american_crow,rat,coyote,domestic_dog,raccoon,gray_fox,striped_skunk,virginia_opossum,western_gull,domestic_cat,human_visitors,domestic_dog_visitors,camera_failure,date_time
1,4,2/21/2023,22:30:44,52,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T22:30:44Z
1,4,2/20/2023,23:32:46,18,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-20T23:32:46Z
1,4,2/20/2023,23:48:57,19,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-20T23:48:57Z
1,8,2/22/2023,00:12:57,100,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T00:12:57Z
1,8,2/22/2023,00:15:28,101,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T00:15:28Z
1,8,2/22/2023,00:27:00,102,11,FALSE,TRUE,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T00:27:00Z
1,8,2/22/2023,00:28:57,103,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T00:28:57Z
1,8,2/22/2023,00:29:59,104,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T00:29:59Z
1,8,2/22/2023,00:31:26,105,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T00:31:26Z
1,8,2/22/2023,00:33:24,106,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T00:33:24Z
1,8,2/22/2023,00:59:52,107,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T00:59:52Z
1,8,2/22/2023,01:17:21,108,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T01:17:21Z
1,8,2/22/2023,01:32:00,109,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T01:32:00Z
1,8,2/22/2023,01:42:45,110,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T01:42:45Z
1,8,2/22/2023,02:27:04,111,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T02:27:04Z
1,8,2/22/2023,02:49:49,112,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T02:49:49Z
1,8,2/22/2023,03:00:36,113,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T03:00:36Z
1,8,2/22/2023,03:15:58,114,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T03:15:58Z
1,8,2/22/2023,05:56:45,115,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T05:56:45Z
1,8,2/22/2023,07:52:54,116,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-22T07:52:54Z
1,8,2/21/2023,08:00:54,37,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2023-02-21T08:00:54Z
1,8,2/20/2023,08:06:39,1,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-20T08:06:39Z
1,8,2/20/2023,08:08:22,2,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-20T08:08:22Z
1,8,2/21/2023,08:20:03,38,7,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T08:20:03Z
1,8,2/20/2023,08:21:44,3,2,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-20T08:21:44Z
1,8,2/21/2023,09:53:37,39,7,FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T09:53:37Z
1,8,2/20/2023,11:39:18,4,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,2023-02-20T11:39:18Z
1,8,2/21/2023,13:45:18,40,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T13:45:18Z
1,8,2/20/2023,17:58:11,5,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-20T17:58:11Z
1,8,2/21/2023,18:15:09,41,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T18:15:09Z
1,8,2/21/2023,18:17:08,42,11,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T18:17:08Z
1,8,2/21/2023,18:25:00,43,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T18:25:00Z
1,8,2/21/2023,18:26:10,44,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T18:26:10Z
1,8,2/21/2023,18:29:03,45,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T18:29:03Z
1,8,2/21/2023,18:30:58,46,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T18:30:58Z
1,8,2/21/2023,18:36:20,47,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T18:36:20Z
1,8,2/21/2023,18:37:41,48,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T18:37:41Z
1,8,2/21/2023,18:39:17,49,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T18:39:17Z
1,8,2/21/2023,18:47:33,50,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T18:47:33Z
1,8,2/21/2023,18:49:46,51,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T18:49:46Z
1,8,2/21/2023,18:50:52,52,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T18:50:52Z
1,8,2/20/2023,18:51:04,6,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2023-02-20T18:51:04Z
1,8,2/21/2023,18:51:46,53,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T18:51:46Z
1,8,2/20/2023,18:52:32,7,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2023-02-20T18:52:32Z
1,8,2/21/2023,18:53:46,54,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T18:53:46Z
1,8,2/21/2023,18:54:49,55,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T18:54:49Z
1,8,2/21/2023,19:00:44,56,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:00:44Z
1,8,2/21/2023,19:01:35,57,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:01:35Z
1,8,2/21/2023,19:02:27,58,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:02:27Z
1,8,2/21/2023,19:03:40,59,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:03:40Z
1,8,2/21/2023,19:04:36,60,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:04:36Z
1,8,2/21/2023,19:08:17,61,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:08:17Z
1,8,2/21/2023,19:12:52,62,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:12:52Z
1,8,2/21/2023,19:13:45,63,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:13:45Z
1,8,2/21/2023,19:14:54,64,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:14:54Z
1,8,2/21/2023,19:16:17,65,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:16:17Z
1,8,2/21/2023,19:19:54,66,11,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:19:54Z
1,8,2/21/2023,19:21:15,67,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:21:15Z
1,8,2/21/2023,19:22:58,68,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:22:58Z
1,8,2/21/2023,19:35:00,69,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:35:00Z
1,8,2/21/2023,19:37:43,70,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:37:43Z
1,8,2/21/2023,19:38:34,71,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:38:34Z
1,8,2/21/2023,19:50:18,72,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T19:50:18Z
1,8,2/20/2023,19:56:02,8,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2023-02-20T19:56:02Z
1,8,2/21/2023,20:01:34,73,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T20:01:34Z
1,8,2/21/2023,20:07:38,74,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T20:07:38Z
1,8,2/20/2023,20:07:44,9,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2023-02-20T20:07:44Z
1,8,2/21/2023,20:10:22,75,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T20:10:22Z
1,8,2/21/2023,20:12:33,76,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T20:12:33Z
1,8,2/21/2023,20:21:50,77,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T20:21:50Z
1,8,2/21/2023,20:25:20,78,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T20:25:20Z
1,8,2/20/2023,20:27:59,10,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2023-02-20T20:27:59Z
1,8,2/21/2023,20:46:18,79,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T20:46:18Z
1,8,2/21/2023,21:07:29,80,11,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T21:07:29Z
1,8,2/21/2023,21:10:38,81,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,2023-02-21T21:10:38Z
