Deployment #,SD #,Date,Time,Video #,Carcass #,Partial Scavenge?,Full Scavenge (Carcass Removal)?,Camera Trappers? ,Deer Mouse,Common Raven,American Crow,Rat,Coyote,Domestic Dog,Raccoon,Gray Fox,Striped Skunk,Virginia Opossum,Western Gull,Domestic Cat,Human Visitors,Domestic Dog Visitors,Camera Failure?
1,8,2/22/2023,2:49:49,0112,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/22/2023,3:00:36,0113,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/22/2023,3:15:58,0114,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/22/2023,5:56:45,0115,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/22/2023,7:52:54,0116,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,8:00:54,0037,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,TRUE
1,8,2/20/2023,8:06:39,0001,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/20/2023,8:08:22,0002,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,8:20:03,0038,7,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/20/2023,8:21:44,0003,2,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,9:53:37,0039,7,FALSE,TRUE,FALSE,,1,,,,,,,,,,,FALSE,FALSE,
1,8,2/20/2023,11:39:18,0004,2,FALSE,FALSE,FALSE,,,,,,,,,,,,,TRUE,FALSE,
1,8,2/21/2023,13:45:18,0040,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/20/2023,17:58:11,0005,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,18:15:09,0041,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,18:17:08,0042,11,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,18:25:00,0043,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,18:26:10,0044,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,18:29:03,0045,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,18:30:58,0046,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,18:36:20,0047,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,18:37:41,0048,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,18:39:17,0049,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,18:47:33,0050,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,18:49:46,0051,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,18:50:52,0052,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/20/2023,18:51:04,0006,2,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,TRUE
1,8,2/21/2023,18:51:46,0053,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/20/2023,18:52:32,0007,2,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,TRUE
1,8,2/21/2023,18:53:46,0054,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,18:54:49,0055,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:00:44,0056,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:01:35,0057,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:02:27,0058,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:03:40,0059,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:04:36,0060,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:08:17,0061,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:12:52,0062,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:13:45,0063,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:14:54,0064,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:16:17,0065,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:19:54,0066,11,FALSE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:21:15,0067,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:22:58,0068,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:35:00,0069,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:37:43,0070,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:38:34,0071,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,19:50:18,0072,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/20/2023,19:56:02,0008,2,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,TRUE
1,8,2/21/2023,20:01:34,0073,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,20:07:38,0074,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/20/2023,20:07:44,0009,2,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,TRUE
1,8,2/21/2023,20:10:22,0075,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,20:12:33,0076,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,20:21:50,0077,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,20:25:20,0078,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/20/2023,20:27:59,0010,2,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,TRUE
1,8,2/21/2023,20:46:18,0079,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,21:07:29,0080,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,21:10:38,0081,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,21:25:49,0082,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,21:32:07,0083,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,21:35:07,0084,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,21:36:37,0085,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,21:41:49,0086,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,21:43:35,0087,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,21:47:22,0088,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/20/2023,21:58:11,0011,2,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,TRUE
1,8,2/20/2023,22:00:02,0012,2,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,TRUE
1,8,2/21/2023,22:32:58,0089,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,22:33:54,0090,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,22:37:22,0091,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,23:22:49,0092,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,23:23:49,0093,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,23:37:32,0094,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,23:39:25,0095,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,23:53:16,0096,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,23:54:16,0097,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,23:55:13,0098,11,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
1,8,2/21/2023,23:56:32,0099,11,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/25/2023,3:52:22,0052,18,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
2,3,2/25/2023,4:53:22,0053,18,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
2,3,2/25/2023,5:06:42,0054,18,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/25/2023,5:14:24,0055,18,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
2,3,2/25/2023,5:44:14,0056,18,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
2,3,2/25/2023,5:47:16,0057,18,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/25/2023,6:45:48,0058,18,FALSE,TRUE,FALSE,,1,,,,,,,,,,,FALSE,FALSE,
2,3,2/25/2023,7:53:08,0059,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/25/2023,7:55:24,0060,30,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/25/2023,7:59:08,0061,30,FALSE,TRUE,FALSE,,1,,,,,,,,,,,FALSE,FALSE,
2,3,2/25/2023,8:01:18,0062,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:13:03,0017,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:13:05,0018,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:13:07,0019,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:13:09,0020,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:13:11,0021,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:13:13,0022,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:13:15,0023,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:13:17,0024,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:14:34,0025,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:14:36,0026,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:14:38,0027,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:14:40,0028,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:14:42,0029,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:14:44,0030,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:14:46,0031,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:14:48,0032,13,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:24:49,0033,13,FALSE,TRUE,FALSE,,1,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:24:52,0034,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:24:54,0035,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:24:56,0036,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:24:58,0037,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:25:00,0038,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:25:02,0039,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,8:25:04,0040,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/23/2023,17:41:43,0001,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/23/2023,17:41:45,0002,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/23/2023,17:41:48,0003,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/23/2023,17:41:50,0004,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/23/2023,17:41:52,0005,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/23/2023,17:41:54,0006,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/23/2023,17:41:56,0007,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/23/2023,17:41:58,0008,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/23/2023,17:43:07,0009,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/23/2023,17:43:10,0010,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/23/2023,17:43:12,0011,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/23/2023,17:43:14,0012,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/23/2023,17:43:16,0013,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,17:43:16,0041,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/23/2023,17:43:18,0014,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,17:43:18,0042,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/23/2023,17:43:20,0015,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,17:43:20,0043,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/23/2023,17:43:22,0016,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,17:43:22,0044,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,17:43:24,0045,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,17:43:26,0046,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,17:43:29,0047,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,17:43:31,0048,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,17:45:22,0049,18,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,20:54:28,0050,18,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
2,3,2/24/2023,20:55:20,0051,18,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
2,4,2/25/2023,1:23:13,0030,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
2,4,2/25/2023,4:19:43,0031,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
2,4,2/25/2023,4:53:58,0032,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
2,4,2/25/2023,4:57:51,0033,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
2,4,2/25/2023,5:11:39,0034,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
2,4,2/25/2023,6:22:32,0035,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
